timestamp,/load_data_x,/load_data_y,/load_data_z,/joystick_inputs_x,/joystick_inputs_y,/joystick_inputs_z,/motor_status_x,/motor_status_y,/motor_status_z,/video_frames_z
1767723873.3968155,160.46,194.0275,206.856,,,,,,,
1767723873.4119976,,,,0.0,-0.0,0.0,,,,
1767723873.417167,,,,,,,,,,109
1767723873.4373188,,,,,,,0.0,51.0,0.0,
1767723873.44794,313.699,194.0275,208.24,,,,,,,
1767723873.4617653,,,,0.0,-0.0,0.0,,,,
1767723873.4671724,,,,,,,,,,110
1767723873.4881396,,,,,,,0.0,48.0,0.0,
1767723873.497996,313.699,194.0275,110.71,,,,,,,
1767723873.511974,,,,0.0,-0.0,0.0,,,,
1767723873.5173838,,,,,,,,,,111
1767723873.5356972,,,,,,,0.0,48.0,0.0,
1767723873.5476937,313.699,194.0275,110.71,,,,,,,
1767723873.561458,,,,0.0,-0.0,0.0,,,,
1767723873.5672257,,,,,,,,,,112
1767723873.5858622,,,,,,,0.0,45.0,0.0,
1767723873.5963995,313.699,194.0275,111.532,,,,,,,
1767723873.6117628,,,,0.0,-0.0,0.0,,,,
1767723873.6213303,,,,,,,,,,113
1767723873.6353502,,,,,,,0.0,45.0,0.0,
1767723873.6481714,313.699,194.0275,319.078,,,,,,,
1767723873.661736,,,,0.0,-0.0,0.0,,,,
1767723873.668367,,,,,,,,,,114
1767723873.6856215,,,,,,,0.0,45.0,0.0,
1767723873.697381,313.699,194.0275,319.078,,,,,,,
1767723873.7116275,,,,0.0,-0.0,0.0,,,,
1767723873.7188535,,,,,,,,,,115
1767723873.735495,,,,,,,0.0,42.0,0.0,
1767723873.7481806,313.699,194.0275,424.9335,,,,,,,
1767723873.761747,,,,0.0,-0.0,0.0,,,,
1767723873.7665763,,,,,,,,,,116
1767723873.7855425,,,,,,,0.0,42.0,0.0,
1767723873.7963042,313.699,194.0275,215.5695,,,,,,,
1767723873.8118684,,,,0.0,-0.0,0.0,,,,
1767723873.8192995,,,,,,,,,,117
1767723873.8353512,,,,,,,0.0,39.0,0.0,
1767723873.8474092,313.699,194.0275,215.5695,,,,,,,
1767723873.8615248,,,,0.0,-0.0,0.0,,,,
1767723873.8686202,,,,,,,,,,118
1767723873.8856757,,,,,,,0.0,39.0,0.0,
1767723873.8965168,313.699,194.0275,114.279,,,,,,,
1767723873.9120953,,,,0.0,-0.0,0.0,,,,
1767723873.9217734,,,,,,,,,,119
1767723873.9353662,,,,,,,0.0,36.0,0.0,
1767723873.9472516,313.699,194.0275,114.279,,,,,,,
1767723873.9616902,,,,0.0,-0.0,0.0,,,,
1767723873.967089,,,,,,,,,,120
1767723873.9858358,,,,,,,0.0,36.0,0.0,
1767723873.995843,82.397,194.0275,114.9655,,,,,,,
1767723874.0117614,,,,0.0,-0.0,0.0,,,,
1767723874.0219307,,,,,,,,,,121
1767723874.0353327,,,,,,,0.0,33.0,0.0,
1767723874.0478656,82.397,194.0275,218.049,,,,,,,
1767723874.0615816,,,,0.0,-0.0,0.0,,,,
1767723874.067968,,,,,,,,,,122
1767723874.0857322,,,,,,,0.0,33.0,0.0,
1767723874.097266,82.397,194.0275,218.4345,,,,,,,
1767723874.1118217,,,,0.0,-0.0,0.0,,,,
1767723874.1196706,,,,,,,,,,123
1767723874.1355004,,,,,,,0.0,30.0,0.0,
1767723874.148585,82.397,194.0275,218.6345,,,,,,,
1767723874.1615343,,,,0.0,-0.0,0.0,,,,
1767723874.1673703,,,,,,,,,,124
1767723874.1859012,,,,,,,0.0,30.0,0.0,
1767723874.1973479,82.397,194.0275,218.8035,,,,,,,
1767723874.2115047,,,,0.0,-0.0,0.0,,,,
1767723874.2190068,,,,,,,,,,125
1767723874.23533,,,,,,,0.0,27.0,0.0,
1767723874.247043,82.397,194.0275,218.786,,,,,,,
1767723874.261887,,,,0.0,-0.0,0.0,,,,
1767723874.267989,,,,,,,,,,126
1767723874.285799,,,,,,,0.0,27.0,0.0,
1767723874.2974281,82.397,462.785,218.786,,,,,,,
1767723874.3117695,,,,0.0,-0.0,0.0,,,,
1767723874.3200152,,,,,,,,,,127
1767723874.3353355,,,,,,,0.0,24.0,0.0,
1767723874.346699,82.397,462.785,219.275,,,,,,,
1767723874.3614044,,,,0.0,-0.0,0.0,,,,
1767723874.36703,,,,,,,,,,128
1767723874.3857963,,,,,,,0.0,24.0,0.0,
1767723874.3958795,82.397,462.785,60.6895,,,,,,,
1767723874.412378,,,,0.0,-0.0,0.0,,,,
1767723874.423074,,,,,,,,,,129
1767723874.4353528,,,,,,,0.0,21.0,0.0,
1767723874.4471805,82.397,462.785,60.6895,,,,,,,
1767723874.4617245,,,,0.0,-0.0,0.0,,,,
1767723874.4672027,,,,,,,,,,130
1767723874.4857621,,,,,,,0.0,21.0,0.0,
1767723874.496363,82.397,282.611,220.458,,,,,,,
1767723874.511974,,,,0.0,-0.0,0.0,,,,
1767723874.5233874,,,,,,,,,,131
1767723874.53535,,,,,,,0.0,18.0,0.0,
1767723874.5470383,319.339,282.611,220.4725,,,,,,,
1767723874.5620213,,,,0.0,-0.0,0.0,,,,
1767723874.5701227,,,,,,,,,,132
1767723874.5856245,,,,,,,0.0,18.0,0.0,
1767723874.5963764,319.339,282.611,220.454,,,,,,,
1767723874.6116848,,,,0.0,-0.0,0.0,,,,
1767723874.6197367,,,,,,,,,,133
1767723874.6355195,,,,,,,0.0,15.0,0.0,
1767723874.6477683,319.339,276.0435,220.6155,,,,,,,
1767723874.661519,,,,0.0,-0.0,0.0,,,,
1767723874.6683538,,,,,,,,,,134
1767723874.6855378,,,,,,,0.0,15.0,0.0,
1767723874.697292,319.339,276.0435,220.775,,,,,,,
1767723874.711536,,,,0.0,-0.0,0.0,,,,
1767723874.7190986,,,,,,,,,,135
1767723874.7353563,,,,,,,0.0,12.0,0.0,
1767723874.7474077,319.339,276.0435,220.775,,,,,,,
1767723874.7616777,,,,0.0,-0.0,0.0,,,,
1767723874.7683792,,,,,,,,,,136
1767723874.7858183,,,,,,,0.0,12.0,0.0,
1767723874.7975714,319.339,276.0435,220.775,,,,,,,
1767723874.8116167,,,,0.0,-0.0,0.0,,,,
1767723874.8192961,,,,,,,,,,137
1767723874.8353236,,,,,,,0.0,9.0,0.0,
1767723874.8469825,319.339,270.211,219.9665,,,,,,,
1767723874.8614771,,,,0.0,-0.0,0.0,,,,
1767723874.8683898,,,,,,,,,,138
1767723874.885626,,,,,,,0.0,9.0,0.0,
1767723874.8964164,319.339,270.211,137.079,,,,,,,
1767723874.9119384,,,,0.0,-0.0,0.0,,,,
1767723874.9223144,,,,,,,,,,139
1767723874.9354188,,,,,,,0.0,6.0,0.0,
1767723874.9467309,319.339,270.211,219.2065,,,,,,,
1767723874.9615717,,,,0.0,-0.0,0.0,,,,
1767723874.9677148,,,,,,,,,,140
1767723874.9856524,,,,,,,0.0,6.0,0.0,
1767723874.9967155,319.339,265.139,60.503,,,,,,,
1767723875.0122387,,,,0.0,-0.0,0.0,,,,
1767723875.0177948,,,,,,,,,,141
1767723875.0353754,,,,,,,0.0,3.0,0.0,
1767723875.046551,319.339,265.139,60.503,,,,,,,
1767723875.0617836,,,,0.0,-0.0,0.0,,,,
1767723875.0663443,,,,,,,,,,142
1767723875.0858364,,,,,,,0.0,3.0,0.0,
1767723875.097862,319.339,265.139,217.8815,,,,,,,
1767723875.1125758,,,,0.0,-0.0,0.0,,,,
1767723875.11648,,,,,,,,,,143
1767723875.1355784,,,,,,,0.0,0.0,0.0,
1767723875.1475751,319.339,265.139,220.495,,,,,,,
1767723875.1626098,,,,0.0,-0.0,0.0,,,,
1767723875.1671681,,,,,,,,,,144
1767723875.1869226,,,,,,,0.0,0.0,0.0,
1767723875.196507,320.0355,260.7325,11.7775,,,,,,,
1767723875.2124906,,,,0.0,-0.0,0.0,,,,
1767723875.216297,,,,,,,,,,145
1767723875.2355154,,,,,,,0.0,-3.0,0.0,
1767723875.2468605,320.0355,260.7325,11.7775,,,,,,,
1767723875.2616482,,,,0.0,-0.0,0.0,,,,
1767723875.2667518,,,,,,,,,,146
1767723875.287577,,,,,,,0.0,-3.0,0.0,
1767723875.2963364,320.0355,260.7325,216.291,,,,,,,
1767723875.3129745,,,,0.0,-0.0,0.0,,,,
1767723875.316279,,,,,,,,,,147
1767723875.3367221,,,,,,,0.0,-6.0,0.0,
1767723875.3477376,320.0355,256.46,216.009,,,,,,,
1767723875.361778,,,,0.0,-0.0,0.0,,,,
1767723875.3668637,,,,,,,,,,148
1767723875.3866067,,,,,,,0.0,-6.0,0.0,
1767723875.3975732,320.0355,256.46,216.009,,,,,,,
1767723875.4114945,,,,0.0,-0.0,0.0,,,,
1767723875.4160776,,,,,,,,,,149
1767723875.4354832,,,,,,,0.0,-9.0,0.0,
1767723875.4462724,320.0355,256.46,113.4945,,,,,,,
1767723875.461889,,,,0.0,-0.0,0.0,,,,
1767723875.4661365,,,,,,,,,,150
1767723875.4857404,,,,,,,0.0,-9.0,0.0,
1767723875.4985628,320.0355,256.46,113.4945,,,,,,,
1767723875.5118294,,,,0.0,-0.0,0.0,,,,
1767723875.5175827,,,,,,,,,,151
1767723875.5368598,,,,,,,0.0,-12.0,0.0,
1767723875.546567,320.0355,252.674,113.467,,,,,,,
1767723875.5613585,,,,0.0,-0.0,0.0,,,,
1767723875.5662782,,,,,,,,,,152
1767723875.585492,,,,,,,0.0,-12.0,0.0,
1767723875.596772,320.0355,252.674,214.1765,,,,,,,
1767723875.6114972,,,,0.0,-0.0,0.0,,,,
1767723875.6164036,,,,,,,,,,153
1767723875.635349,,,,,,,0.0,-15.0,0.0,
1767723875.6478107,320.0355,252.674,213.8325,,,,,,,
1767723875.6625848,,,,0.0,-0.0,0.0,,,,
1767723875.6672006,,,,,,,,,,154
1767723875.6855276,,,,,,,0.0,-15.0,0.0,
1767723875.6964133,320.0355,252.674,213.2955,,,,,,,
1767723875.7118185,,,,0.0,-0.0,0.0,,,,
1767723875.7168114,,,,,,,,,,155
1767723875.7352931,,,,,,,0.0,-18.0,0.0,
1767723875.7462149,320.0355,252.674,213.055,,,,,,,
1767723875.7616687,,,,0.0,-0.0,0.0,,,,
1767723875.7670326,,,,,,,,,,156
1767723875.7854958,,,,,,,0.0,-18.0,0.0,
1767723875.7966986,320.0355,252.674,12.7165,,,,,,,
1767723875.8115127,,,,0.0,-0.0,0.0,,,,
1767723875.8164122,,,,,,,,,,157
1767723875.8354008,,,,,,,0.0,-21.0,0.0,
1767723875.8466973,320.0355,252.674,12.7165,,,,,,,
1767723875.862412,,,,0.0,-0.0,0.0,,,,
1767723875.8668053,,,,,,,,,,158
1767723875.8854256,,,,,,,0.0,-21.0,0.0,
1767723875.8966715,320.0355,252.674,212.1335,,,,,,,
1767723875.9113104,,,,0.0,-0.0,0.0,,,,
1767723875.9165952,,,,,,,,,,159
1767723875.9353971,,,,,,,0.0,-24.0,0.0,
1767723875.946369,320.0355,252.674,212.0675,,,,,,,
1767723875.9618864,,,,0.0,-0.0,0.0,,,,
1767723875.9678085,,,,,,,,,,160
1767723875.9869313,,,,,,,0.0,-24.0,0.0,
1767723875.998295,320.0355,252.674,211.8255,,,,,,,
1767723876.0125961,,,,0.0,-0.0,0.0,,,,
1767723876.017543,,,,,,,,,,161
1767723876.0356624,,,,,,,0.0,-27.0,0.0,
1767723876.0465603,320.0355,252.674,211.727,,,,,,,
1767723876.0616245,,,,0.0,-0.0,0.0,,,,
1767723876.0669196,,,,,,,,,,162
1767723876.0867214,,,,,,,0.0,-27.0,0.0,
1767723876.0966828,473.9175,130.365,421.029,,,,,,,
1767723876.1126657,,,,0.0,-0.0,0.0,,,,
1767723876.1168413,,,,,,,,,,163
1767723876.136551,,,,,,,0.0,-30.0,0.0,
1767723876.1461372,473.9175,130.365,211.47,,,,,,,
1767723876.1616383,,,,0.0,-0.0,0.0,,,,
1767723876.1667006,,,,,,,,,,164
1767723876.1867933,,,,,,,0.0,-30.0,0.0,
1767723876.196363,473.9175,130.365,211.3245,,,,,,,
1767723876.2115376,,,,0.0,-0.0,0.0,,,,
1767723876.216225,,,,,,,,,,165
1767723876.2364047,,,,,,,0.0,-33.0,0.0,
1767723876.247214,316.94,130.365,211.3245,,,,,,,
1767723876.2615464,,,,0.0,-0.0,0.0,,,,
1767723876.2662978,,,,,,,,,,166
1767723876.2856123,,,,,,,0.0,-33.0,0.0,
1767723876.2962115,316.94,130.365,111.1485,,,,,,,
1767723876.3113208,,,,0.0,-0.0,0.0,,,,
1767723876.3160076,,,,,,,,,,167
1767723876.3353736,,,,,,,0.0,-36.0,0.0,
1767723876.3465314,316.94,130.365,111.1485,,,,,,,
1767723876.3626175,,,,0.0,-0.0,0.0,,,,
1767723876.3670018,,,,,,,,,,168
1767723876.3875716,,,,,,,0.0,-36.0,0.0,
1767723876.397382,316.94,130.365,210.598,,,,,,,
1767723876.4123745,,,,0.0,-0.0,0.0,,,,
1767723876.4162273,,,,,,,,,,169
1767723876.4354277,,,,,,,0.0,-39.0,0.0,
1767723876.447231,316.94,130.365,210.6665,,,,,,,
1767723876.462466,,,,0.0,-0.0,0.0,,,,
1767723876.4667847,,,,,,,,,,170
1767723876.4866297,,,,,,,0.0,-39.0,0.0,
1767723876.4961343,316.94,130.365,210.6665,,,,,,,
1767723876.5113869,,,,0.0,-0.0,0.0,,,,
1767723876.5161576,,,,,,,,,,171
1767723876.53646,,,,,,,0.0,-42.0,0.0,
1767723876.5463376,316.94,130.365,210.0895,,,,,,,
1767723876.5618331,,,,0.0,-0.0,0.0,,,,
1767723876.5674083,,,,,,,,,,172
1767723876.5856466,,,,,,,0.0,-42.0,0.0,
1767723876.596304,316.94,130.365,157.5275,,,,,,,
1767723876.6123266,,,,0.0,-0.0,0.0,,,,
1767723876.6161702,,,,,,,,,,173
1767723876.635377,,,,,,,0.0,-45.0,0.0,
1767723876.6468499,316.94,243.108,157.5275,,,,,,,
1767723876.6645322,,,,0.0,-0.0,0.0,,,,
1767723876.669233,,,,,,,,,,174
1767723876.6855743,,,,,,,0.0,-45.0,0.0,
1767723876.6964262,316.94,243.108,110.7305,,,,,,,
1767723876.712579,,,,0.0,-0.0,0.0,,,,
1767723876.7166998,,,,,,,,,,175
1767723876.735387,,,,,,,0.0,-48.0,0.0,
1767723876.7469032,316.94,243.108,209.6185,,,,,,,
1767723876.763167,,,,0.0,-0.0,0.0,,,,
1767723876.7671926,,,,,,,,,,176
1767723876.788195,,,,,,,0.0,-48.0,0.0,
1767723876.7975926,162.2145,243.108,209.4575,,,,,,,
1767723876.811955,,,,0.0,-0.0,0.0,,,,
1767723876.8179696,,,,,,,,,,177
1767723876.8364809,,,,,,,0.0,-45.0,0.0,
1767723876.8467863,162.2145,182.04,123.7335,,,,,,,
1767723876.861536,,,,0.0,-0.0,0.0,,,,
1767723876.867401,,,,,,,,,,178
1767723876.8856452,,,,,,,0.0,-45.0,0.0,
1767723876.8964255,162.2145,182.04,123.7335,,,,,,,
1767723876.912584,,,,0.0,-0.0,0.0,,,,
1767723876.9173765,,,,,,,,,,179
1767723876.936745,,,,,,,0.0,-42.0,0.0,
1767723876.946513,162.2145,182.04,208.849,,,,,,,
1767723876.9617999,,,,0.0,-0.0,0.0,,,,
1767723876.967682,,,,,,,,,,180
1767723876.986344,,,,,,,0.0,-42.0,0.0,
1767723876.9976768,162.2145,182.04,110.6075,,,,,,,
1767723877.011343,,,,0.0,-0.0,0.0,,,,
1767723877.0175226,,,,,,,,,,181
1767723877.0353858,,,,,,,0.0,-39.0,0.0,
1767723877.0465882,162.2145,182.04,208.6785,,,,,,,
1767723877.0617216,,,,0.0,-0.0,0.0,,,,
1767723877.066917,,,,,,,,,,182
1767723877.0858378,,,,,,,0.0,-39.0,0.0,
1767723877.100289,162.2145,182.04,208.6305,,,,,,,
1767723877.1139185,,,,0.0,-0.0,0.0,,,,
1767723877.1172087,,,,,,,,,,183
1767723877.1353612,,,,,,,0.0,-36.0,0.0,
1767723877.1482422,162.2145,182.04,208.589,,,,,,,
1767723877.161966,,,,0.0,-0.0,0.0,,,,
1767723877.1700034,,,,,,,,,,184
1767723877.1853764,,,,,,,0.0,-36.0,0.0,
1767723877.1968243,162.2145,182.04,107.335,,,,,,,
1767723877.211989,,,,0.0,-0.0,0.0,,,,
1767723877.2219336,,,,,,,,,,185
1767723877.2356708,,,,,,,0.0,-33.0,0.0,
1767723877.2466507,162.2145,182.04,208.3175,,,,,,,
1767723877.2617562,,,,0.0,-0.0,0.0,,,,
1767723877.2705708,,,,,,,,,,186
1767723877.2853606,,,,,,,0.0,-33.0,0.0,
1767723877.2965024,162.2145,182.04,208.066,,,,,,,
1767723877.3120544,,,,0.0,-0.0,0.0,,,,
1767723877.323567,,,,,,,,,,187
1767723877.3353827,,,,,,,0.0,-30.0,0.0,
1767723877.3471637,315.443,182.04,208.058,,,,,,,
1767723877.3622637,,,,0.0,-0.0,0.0,,,,
1767723877.3693783,,,,,,,,,,188
1767723877.3853798,,,,,,,0.0,-30.0,0.0,
1767723877.3970065,315.443,182.04,57.965,,,,,,,
1767723877.4115226,,,,0.0,-0.0,0.0,,,,
1767723877.4192164,,,,,,,,,,189
1767723877.435354,,,,,,,0.0,-27.0,0.0,
1767723877.4520574,315.443,182.04,155.888,,,,,,,
1767723877.4646986,,,,0.0,-0.0,0.0,,,,
1767723877.4709306,,,,,,,,,,190
1767723877.485669,,,,,,,0.0,-27.0,0.0,
1767723877.498266,315.443,182.04,155.888,,,,,,,
1767723877.5120785,,,,0.0,-0.0,0.0,,,,
1767723877.5191553,,,,,,,,,,191
1767723877.536473,,,,,,,0.0,-24.0,0.0,
1767723877.547056,315.202,182.04,110.0205,,,,,,,
1767723877.5626838,,,,0.0,-0.0,0.0,,,,
1767723877.567995,,,,,,,,,,192
1767723877.5865908,,,,,,,0.0,-24.0,0.0,
1767723877.596929,315.202,182.04,207.5775,,,,,,,
1767723877.6121516,,,,0.0,-0.0,0.0,,,,
1767723877.6210475,,,,,,,,,,193
1767723877.635416,,,,,,,0.0,-21.0,0.0,
1767723877.646616,315.202,182.04,221.1215,,,,,,,
1767723877.6616154,,,,0.0,-0.0,0.0,,,,
1767723877.6669054,,,,,,,,,,194
1767723877.685577,,,,,,,0.0,-21.0,0.0,
1767723877.6969874,315.0515,182.04,221.1215,,,,,,,
1767723877.71199,,,,0.0,-0.0,0.0,,,,
1767723877.7218993,,,,,,,,,,195
1767723877.7353382,,,,,,,0.0,-18.0,0.0,
1767723877.7463982,315.0515,182.04,109.7275,,,,,,,
1767723877.762089,,,,0.0,-0.0,0.0,,,,
1767723877.7701669,,,,,,,,,,196
1767723877.7853935,,,,,,,0.0,-18.0,0.0,
1767723877.7974875,315.0515,132.449,206.674,,,,,,,
1767723877.813862,,,,0.0,-0.0,0.0,,,,
1767723877.8272843,,,,,,,,,,197
1767723877.8396902,,,,,,,0.0,-15.0,0.0,
1767723877.8495836,315.0515,132.449,206.4195,,,,,,,
1767723877.8640213,,,,0.0,-0.0,0.0,,,,
1767723877.87074,,,,,,,,,,198
1767723877.8875535,,,,,,,0.0,-15.0,0.0,
1767723877.899483,314.765,132.449,206.4195,,,,,,,
1767723877.9117024,,,,0.0,-0.0,0.0,,,,
1767723877.9179394,,,,,,,,,,199
1767723877.9458756,,,,,,,0.0,-12.0,0.0,
1767723877.9482088,314.765,258.0905,109.014,,,,,,,
1767723877.9642978,,,,0.0,-0.0,0.0,,,,
1767723877.9696832,,,,,,,,,,200
1767723877.9866204,,,,,,,0.0,-12.0,0.0,
1767723877.9985623,314.765,258.0905,-784.607,,,,,,,
1767723878.0114057,,,,0.0,-0.0,0.0,,,,
1767723878.0178144,,,,,,,,,,201
1767723878.035405,,,,,,,0.0,-9.0,0.0,
1767723878.0485346,314.3995,258.0905,205.493,,,,,,,
1767723878.061413,,,,0.0,-0.0,0.0,,,,
1767723878.0681927,,,,,,,,,,202
1767723878.085491,,,,,,,0.0,-9.0,0.0,
1767723878.0969539,314.3995,258.0905,153.777,,,,,,,
1767723878.1115408,,,,0.0,-0.0,0.0,,,,
1767723878.119271,,,,,,,,,,203
1767723878.1353383,,,,,,,0.0,-6.0,0.0,
1767723878.1471,314.3995,263.694,153.777,,,,,,,
1767723878.162056,,,,0.0,-0.0,0.0,,,,
1767723878.1703837,,,,,,,,,,204
1767723878.1853855,,,,,,,0.0,-6.0,0.0,
1767723878.1978014,314.3995,263.694,153.777,,,,,,,
1767723878.2117233,,,,0.0,-0.0,0.0,,,,
1767723878.2206557,,,,,,,,,,205
1767723878.2353225,,,,,,,0.0,-3.0,0.0,
1767723878.246296,313.958,263.694,204.128,,,,,,,
1767723878.261894,,,,0.0,-0.0,0.0,,,,
1767723878.2708597,,,,,,,,,,206
1767723878.2853453,,,,,,,0.0,-3.0,0.0,
1767723878.2971203,313.958,270.8055,218.2715,,,,,,,
1767723878.3117228,,,,0.0,-0.0,0.0,,,,
1767723878.3210564,,,,,,,,,,207
1767723878.3353426,,,,,,,0.0,0.0,0.0,
1767723878.3468122,313.958,270.8055,218.2715,,,,,,,
1767723878.3638923,,,,0.0,-0.0,0.0,,,,
1767723878.3704085,,,,,,,,,,208
1767723878.392559,,,,,,,0.0,0.0,0.0,
1767723878.4042604,313.435,270.8055,107.6475,,,,,,,
1767723878.4113588,,,,0.0,-0.0,0.0,,,,
1767723878.4224806,,,,,,,,,,209
1767723878.43961,,,,,,,0.0,3.0,0.0,
1767723878.4563062,313.435,270.8055,152.6325,,,,,,,
1767723878.4670684,,,,0.0,-0.0,0.0,,,,
1767723878.4712508,,,,,,,,,,210
1767723878.48581,,,,,,,0.0,3.0,0.0,
1767723878.501782,313.435,279.1485,152.6325,,,,,,,
1767723878.516687,,,,0.0,-0.0,0.0,,,,
1767723878.5217311,,,,,,,,,,211
1767723878.5386262,,,,,,,0.0,3.0,0.0,
1767723878.5503929,313.435,279.1485,152.6325,,,,,,,
1767723878.5624924,,,,0.0,-0.0,0.0,,,,
1767723878.5694854,,,,,,,,,,212
1767723878.5886464,,,,,,,0.0,6.0,0.0,
1767723878.6005285,312.896,279.1485,56.778,,,,,,,
1767723878.6145775,,,,0.0,-0.0,0.0,,,,
1767723878.6190827,,,,,,,,,,213
1767723878.6388197,,,,,,,0.0,6.0,0.0,
1767723878.6497226,312.896,286.65,56.778,,,,,,,
1767723878.6648307,,,,0.0,-0.0,0.0,,,,
1767723878.6713662,,,,,,,,,,214
1767723878.688923,,,,,,,0.0,6.0,0.0,
1767723878.7023396,312.896,286.65,57.0075,,,,,,,
1767723878.7136383,,,,0.0,-0.0,0.0,,,,
1767723878.719192,,,,,,,,,,215
1767723878.7378204,,,,,,,0.0,6.0,0.0,
1767723878.7473817,312.896,286.65,57.0075,,,,,,,
1767723878.7636585,,,,0.0,-0.0,0.0,,,,
1767723878.770632,,,,,,,,,,216
1767723878.7856896,,,,,,,0.0,6.0,0.0,
1767723878.7970169,312.896,286.65,203.2135,,,,,,,
1767723878.8116298,,,,0.0,-0.0,0.0,,,,
1767723878.819485,,,,,,,,,,217
1767723878.8354523,,,,,,,0.0,6.0,0.0,
1767723878.8463855,312.896,286.65,203.1715,,,,,,,
1767723878.8621898,,,,0.0,-0.0,0.0,,,,
1767723878.8705864,,,,,,,,,,218
1767723878.8859742,,,,,,,0.0,6.0,0.0,
